projectID,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Secondary sector,Subsector,Segment,Location,ContractPeriod,TerminationYear,PubliclyTraded,StockExchange,MultipleSystems,NumberOfSystems,CaptiveFacility,SharePercent,GovtGrantingContract,TypeOfGovtSupport,InvestmentYear,PercentPrivate,GovtPaymentCommitments,PhysicalAssets,TotalInvestment,GovCashAssist,dateStatusUpdated,CapacityType,Capacity,CapacityYear,Technology,ContractHistory,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,NumberRenewalBids,Sponsors,MultiLateralSupport,Revenue Source,RenewalBidCriteria,RenewalAwardMethod,DevelopmentStage,CommissioningDate,ProjectGrid,CarbonCredits,FundingYear,PrivateFunding,PublicFunding,GovtFunding,BankLocalFunding,DonorFunding,DebtEquityGrantRatio
7121,Latin America and the Caribbean,Argentina,Upper middle income,Non-IDA,2012,November,Isolux Corsan Loma Blanca I & II,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Chubut,15,2029,No,N/A,No,,No,,Federal,,2012,100,Not Available,261,261,Not Available,,MW,100,2012,"Wind, Onshore",,,Lowest tariff,Competitive bidding,,,Isolux Corsan (100% / Spain),,PPA/WPA payments,,,Financial Closure,2014,,No,2012,,,,,261,
6630,Latin America and the Caribbean,Argentina,Upper middle income,Non-IDA,2012,October,Isolux Loma Blanca VI Wind Farm,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Chubut province, near the city of Puerto Madryn",15,2028,No,N/A,No,,No,,Federal,,2012,100,0,103,103,,,MW,50,2012,"Wind, Onshore",,,Not Applicable,Competitive bidding,,,Isolux Corsan (100% / Spain),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2013,,No,2012,103,,,,,
497,Latin America and the Caribbean,Belize,Lower middle income,Non-IDA,1995,September,Macal/Mollejon Hydroelectric,"Belize Electric Company Limited, BECOL",Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,,40,2035,No,N/A,No,4,No,,..,,1995,95,0,60,60,,,MW,25.2,1995,"Hydro, Small (<50MW)",,,Not Applicable,,,,Fortis Inc. (.. / Canada),,,,,Financial Closure,,,No,,,,,,,
497,Latin America and the Caribbean,Belize,Lower middle income,Non-IDA,1995,September,Macal/Mollejon Hydroelectric,"Belize Electric Company Limited, BECOL",Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,,40,2035,No,N/A,No,4,No,,..,,2003,95,Not Available,30,30,Not Available,,MW,32.5,2003,"Hydro, Small (<50MW)",,,Not Applicable,,,,Fortis Inc. (.. / Canada),,,,,Financial Closure,,,No,,,,,,,
497,Latin America and the Caribbean,Belize,Lower middle income,Non-IDA,1995,September,Macal/Mollejon Hydroelectric,"Belize Electric Company Limited, BECOL",Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,,40,2035,No,N/A,No,4,No,,..,,2008,95,Not Available,53,53,Not Available,,MW,51.5,2008,"Hydro, Small (<50MW)",,,Not Applicable,,,,Fortis Inc. (.. / Canada),,,,,Financial Closure,,,No,,,,,,,
5102,Latin America and the Caribbean,Belize,Lower middle income,Non-IDA,2007,March,Belize Co-generation Energy Limited,Belcogen,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Tower Hill, Orange Walk town",15,2024,No,N/A,No,,Yes,56,Federal,,2007,100,Not Available,62,62,Not Available,12/1/09,MW,31.5,2007,Waste,,,Not Applicable,Unsolicited proposals,Not Applicable,Not Applicable,Belize Sugar Industries (100% / Belize),IDB (Loan / $9 Million / 2007),Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets,,,Financial Closure,2009,,,,,,,,,
417,Latin America and the Caribbean,Bolivia,Lower middle income,Blended,1995,July,Empresa Corani SA,,Divestiture,Full,Canceled,Energy,N/A,Electricity,Electricity generation,"Corani river, Cochabamba",Not Applicable,2010,No,N/A,No,,No,,Federal,,1995,100,0,58.8,58.8,,5/1/10,MW,126,1995,"Hydro, Small (<50MW)",,418,Highest price paid to government,,,,SUEZ (50% / France),,,,,Financial Closure,,,,,,,,,,
417,Latin America and the Caribbean,Bolivia,Lower middle income,Blended,1995,July,Empresa Corani SA,,Divestiture,Full,Canceled,Energy,N/A,Electricity,Electricity generation,"Corani river, Cochabamba",Not Applicable,2010,No,N/A,No,,No,,Federal,,2009,57,Not Available,Not Available,0,Not Available,5/1/10,MW,Not Available,2009,"Hydro, Small (<50MW)",,418,Highest price paid to government,,,,SUEZ (50% / France),,,,,Financial Closure,,,,,,,,,,
2393,Latin America and the Caribbean,Bolivia,Lower middle income,Blended,1998,December,Kanata Power Plant (Synergia),,Greenfield project,Merchant,Operational,Energy,N/A,Electricity,Electricity generation,Cochabamba,,,No,N/A,No,,No,,..,,1998,100,0,4.9,4.9,,,MW,7.6,1998,"Hydro, Small (<50MW)",,,,,,,Synergia S.A. (.. / ..),,,,,Financial Closure,,,,,,,,,,
2020,Latin America and the Caribbean,Bolivia,Lower middle income,Blended,2000,October,Hidroelectrica Boliviana (Central Taquesi),,Greenfield project,Merchant,Operational,Energy,N/A,Electricity,Electricity generation,Provincia Sud Yungas,,,No,N/A,No,,No,,..,,2000,100,0,53.5,53.5,,,MW,85.8,2000,"Hydro, Large (>50MW)",,,,,,,Tenaska energy (.. / United States),,,,,Financial Closure,,,,,,,,,,
2423,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1993,December,Energia Cassol,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,Rondonia State,30,,No,N/A,No,,No,,Federal,,1993,100,0,0,0,0,,MW,3.2,1993,"Hydro, Small (<50MW)",,,Not Applicable,,Not Applicable,,Energia Cassol (.. / ..),,PPA/WPA payments,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2423,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1993,December,Energia Cassol,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,Rondonia State,30,,No,N/A,No,,No,,Federal,,2000,100,0,4.4,4.4,,,MW,10.6,2000,"Hydro, Small (<50MW)",,,Not Applicable,,Not Applicable,,Energia Cassol (.. / ..),,PPA/WPA payments,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2423,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1993,December,Energia Cassol,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,Rondonia State,30,,No,N/A,No,,No,,Federal,,2003,100,0,6.34,6.34,,,MW,17.5,2003,"Hydro, Small (<50MW)",,,Not Applicable,,Not Applicable,,Energia Cassol (.. / ..),,PPA/WPA payments,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
356,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1994,December,Igarapava Hydroelectric plant,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Igarapava, State of Sao Paulo",30,2028,No,N/A,No,,No,,Federal,,1994,90,0,210,210,,,MW,210,1994,"Hydro, Large (>50MW)",,,Not Applicable,,,Not Applicable,"Companhia Vale do Rio Doce SA (CVRD) (.. / Brazil), Companhia Mineira de Metais (.. / Brazil), Mineracao Morro Velho (.. / ..), Companhia Siderurgica Nacional SA (.. / Brazil), Eletrosilex (.. / ..)",,,Not Applicable,Not Applicable,Financial Closure,,,,,,,,,,
2420,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1995,December,Eletrogoes S.A.,Usina Hidreletrica Cachoeira; Usina Hidreletrica Rondon II,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Avila River, Vilhena and Comemoracao River, Pimenta Bueno (State of Rondonia)",30,,No,N/A,No,,No,,Federal,,1995,100,0,12,12,,3/1/11,MW,11.4,1995,"Hydro, Small (<50MW)",,,Not Applicable,,,,Grupo Goes-Cohabita (.. / ..),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2009,,No,,,,,,,
2420,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1995,December,Eletrogoes S.A.,Usina Hidreletrica Cachoeira; Usina Hidreletrica Rondon II,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Avila River, Vilhena and Comemoracao River, Pimenta Bueno (State of Rondonia)",30,,No,N/A,No,,No,,Federal,,2011,100,Not Available,Not Available,0,Not Available,3/1/11,MW,73.5,2011,"Hydro, Small (<50MW)",,,Not Applicable,,,,Grupo Goes-Cohabita (.. / ..),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2009,,No,,,,,,,
2420,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1995,December,Eletrogoes S.A.,Usina Hidreletrica Cachoeira; Usina Hidreletrica Rondon II,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Avila River, Vilhena and Comemoracao River, Pimenta Bueno (State of Rondonia)",30,,No,N/A,No,,No,,Federal,,2012,100,Not Available,Not Available,0,Not Available,3/1/11,MW,24,2012,"Hydro, Small (<50MW)",,,Not Applicable,,,,Grupo Goes-Cohabita (.. / ..),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2009,,No,,,,,,,
572,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1997,September,Cachoeira Dourada Hydroelectric Power Plant,,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,Goias State,30,2027,No,N/A,No,,No,,State/Provincial,,1997,,715,0,715,,,,,1997,"Hydro, Large (>50MW)",,,Other,Competitive bidding,,Not Applicable,Endesa (Chile) (.. / Chile),,User fees,Not Applicable,Direct negotiat,Financial Closure,,,,,,,,,,
572,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1997,September,Cachoeira Dourada Hydroelectric Power Plant,,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,Goias State,30,2027,No,N/A,No,,No,,State/Provincial,,1998,78,0,2,2,,,MW,658,1998,"Hydro, Large (>50MW)",,,Other,Competitive bidding,,Not Applicable,Endesa (Chile) (.. / Chile),,User fees,Not Applicable,Direct negotiat,Financial Closure,,,,,,,,,,
361,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1997,May,Muniz Freire Hydroelectric,,Greenfield project,"Build, lease, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Espirito Santo,30,2027,No,N/A,No,,No,,..,,1997,100,0,25,25,,,MW,25,1997,"Hydro, Small (<50MW)",,,Not Applicable,,,,Samarco Mineracao (.. / ..),,,,,Financial Closure,,,,,,,,,,
355,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1997,March,Serra Da Mesa Hydroelectric,"Serra Da Mesa Power Plant, Nacional Energetica SA, Dynamis Energetica",Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Tocantis River, Goias State",35,2039,No,N/A,No,,No,,Federal,,1997,51,172,565,737,,,MW,1275,1997,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,,CPFL Energia (52% / Brazil),MIGA (Guarantee / $100 Million / 2000),,,,Financial Closure,,,No,,,,,,,
1993,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,January,Canoas,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,Sao Paulo,35,2033,No,N/A,No,,No,,..,,1998,100,0,150,150,,,MW,154,1998,"Hydro, Large (>50MW)",,,Not Applicable,,,,"Votorantim (51% / Brazil), Duke Energy Corp. (50% / United States)",,,,,Financial Closure,,,,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,1998,70,881.6,0,881.6,,,MW,3719,1998,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2000,70,0.2,0,0.2,,,MW,3688,2000,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2002,88,0,9.6,9.6,,,MW,4358,2002,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2003,88,0,28.9,28.9,,,MW,4387,2003,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2004,88,0,13,13,,,MW,4387,2004,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2005,88,Not Available,18.1,18.1,Not Available,,MW,4387,2005,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2006,88,Not Available,31.7,31.7,Not Available,,MW,4387,2006,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2007,88,Not Available,38.1,38.1,Not Available,,MW,5881,2007,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2008,88,Not Available,38.9,38.9,Not Available,,MW,6189,2008,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2009,88,Not Available,59.4,59.4,Not Available,,MW,6431,2009,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2010,88,Not Available,50.7,50.7,Not Available,,MW,6472,2010,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2011,88,Not Available,71.6,71.6,Not Available,,MW,6690,2011,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
1991,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,September,Centrais Geradores do Sul do Brasil (Tractabel Energia),Tractebel Energia,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Florianapolis, Santa Catarina state",30,2028,No,N/A,Yes,,No,,Federal,,2012,88,Not Available,41.5,41.5,Not Available,,MW,6909,2012,"Hydro, Large (>50MW)",,5577,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,SUEZ (79% / France),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
5551,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1998,December,Wobben Windpower Industria e Comercio,"UEE Prainha, UEE Taiba",Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,State of Ceara,30,2028,No,N/A,Yes,2,No,,Federal,,1998,100,Not Available,15,15,Not Available,12/1/98,MW,15,1998,"Wind, Onshore",,,Not Applicable,,Not Applicable,Not Applicable,Enercon GmbH (100% / Germany),,Purchase agreements or transmission fees with public entity(ies),Not Applicable,Direct negotiat,Financial Closure,1998,,,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,1999,44,1080,22.1,1102.1,,,,,1999,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2000,95,289,11.3,300.3,,,MW,2307,2000,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2001,95,0,16.5,16.5,,,MW,2307,2001,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2002,95,0,23.6,23.6,,,MW,2307,2002,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2003,95,0,31.6,31.6,,,MW,2307,2003,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2004,95,0,12.7,12.7,,,MW,2307,2004,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2008,95,Not Available,9.1,9.1,Not Available,,MW,2307,2008,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2009,95,Not Available,7.6,7.6,Not Available,,MW,2307,2009,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2010,95,Not Available,5.1,5.1,Not Available,,MW,2307,2010,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2011,95,Not Available,9.6,9.6,Not Available,,MW,2241,2011,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2094,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,July,Companhia de Geracao de Energia Eletrica Paranapanema,Paranapanema,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,State of Sao Paulo,20,2015,No,N/A,No,,No,,Federal,,2012,95,Not Available,10.6,10.6,Not Available,,MW,2241,2012,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Duke Energy Corp. (95% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2003,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,October,Companhia de Geracao de Energia Eletrica Tiete,"CESP - Tiete, AES Tiete",Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,,35,2034,No,N/A,No,,No,,Federal,,1999,61,486,0,486,,,MW,2644,1999,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,AES Corporation (24% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2003,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,October,Companhia de Geracao de Energia Eletrica Tiete,"CESP - Tiete, AES Tiete",Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,,35,2034,No,N/A,No,,No,,Federal,,2000,61,0,9.7,9.7,,,,,2000,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,AES Corporation (24% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
2003,Latin America and the Caribbean,Brazil,Upper middle income,Non-IDA,1999,October,Companhia de Geracao de Energia Eletrica Tiete,"CESP - Tiete, AES Tiete",Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,,35,2034,No,N/A,No,,No,,Federal,,2001,61,0,16.1,16.1,,,,,2001,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,AES Corporation (24% / United States),,,Not Applicable,Direct negotiat,Financial Closure,,,No,,,,,,,
